,aid,noc
1692,1319,GBR
1693,1320,GBR
1694,1321,GBR
1695,1322,GBR
1696,1323,GBR
1697,1324,GBR
1698,1325,FRA
1699,1326,FRA
1700,1327,FRA
1701,1328,GBR
1702,1329,GBR
1703,1330,GBR
1704,1331,BEL
1705,1332,BEL
1706,1333,BEL
1707,1334,GBR
1708,1335,GBR
1709,1336,GBR
1710,1337,GBR
1711,1338,GBR
1712,1339,GBR
1713,1340,GBR
1714,1341,GBR
1715,1342,GBR
1716,1343,GBR
1717,1344,GBR
1718,1345,GBR
1719,1346,GBR
1720,1347,GBR
1721,1348,SWE
1722,1349,SWE
1723,1350,SWE
1724,1351,SWE
1725,1352,SWE
1726,1353,GBR
1727,1354,GBR
1728,1355,USA
1729,1356,SWE
1730,1357,USA
1731,1358,GBR
1732,1359,GBR
1733,1356,SWE
1734,1358,GBR
1735,1360,SWE
1736,1361,SWE
1737,1362,SWE
1738,1356,SWE
1739,1363,GBR
1740,1364,GBR
1741,1365,GBR
1742,1358,GBR
1743,1366,GBR
1744,1367,GBR
1745,1368,GBR
1746,1369,GBR
1747,1370,GBR
1748,1371,GBR
1749,1372,NOR
1750,1373,NOR
1751,1374,USA
1752,1375,FRA
1753,1376,FRA
1754,1377,FRA
1755,1378,FRA
1756,1366,GBR
1757,1379,GBR
1758,1371,GBR
1759,1380,GBR
1760,1381,SWE
1761,1064,SWE
1762,1382,SWE
1763,1383,SWE
1764,1384,USA
1765,470,BEL
1766,1385,BEL
1767,1386,GBR
1768,1387,GBR
1769,1379,GBR
1770,1388,GBR
1771,1363,GBR
1772,1389,GBR
1773,1390,GBR
1774,1391,USA
1775,1392,USA
1776,1393,USA
1777,1384,USA
1778,1394,BEL
1779,473,BEL
1780,1385,BEL
1781,470,BEL
1782,1395,GBR
1783,1396,GBR
1784,1397,GBR
1785,1398,GBR
1786,1399,GBR
1787,1400,GBR
1788,1401,GBR
1789,1402,GBR
1790,1403,GBR
1791,1404,GBR
1792,1405,GBR
1793,1406,GBR
1794,1407,CAN
1795,1408,CAN
1796,1409,CAN
1797,1410,CAN
1798,1411,CAN
1799,1412,CAN
1800,452,FRA
1801,1413,FRA
1802,1414,FRA
1803,1415,FRA
1804,466,FRA
1805,1416,FRA
1806,1417,NOR
1807,1373,NOR
1808,1418,NOR
1809,1372,NOR
1810,481,NOR
1811,1419,NOR
1812,1420,SWE
1813,1421,SWE
1814,1422,SWE
1815,1423,SWE
1816,1424,SWE
1817,1425,SWE
1818,1426,CAN
1819,1427,CAN
1820,1428,CAN
1821,1429,CAN
1822,1430,CAN
1823,1431,CAN
1824,1432,USA
1825,1355,USA
1826,1433,USA
1827,1434,USA
1828,439,USA
1829,1435,USA
1830,1436,GBR
1831,1437,GBR
1832,1438,GBR
1833,1439,GBR
1834,1440,GBR
1835,1441,GBR
1836,1402,GBR
1837,1408,CAN
1838,1407,CAN
1839,1442,SWE
1840,1443,SWE
1841,1444,SWE
1842,1445,GER
1843,1446,GBR
1844,1447,GER
1845,1448,GBR
1846,1449,GER
1847,1450,GBR
1848,1446,GBR
1849,1451,GER
1850,1452,GBR
1851,1453,GBR
1852,1454,RU1
1853,1455,GBR
1854,1456,GBR
1855,1457,GBR
1856,491,GBR
1857,1458,GBR
1858,1459,GBR
1859,1460,GBR
1860,1461,SWE
1861,1462,SWE
1862,1463,GBR
1863,1464,GBR
1864,1465,GBR
1865,1466,GBR
1866,1467,GBR
1867,1460,GBR
1868,1468,GER
1869,1469,GBR
1870,1470,GBR
1871,1471,GBR
1872,1460,GBR
1873,1464,GBR
1874,1465,GBR
1875,1472,SWE
1876,1473,GBR
1877,1474,GBR
1878,1475,GBR
1879,1476,GBR
1880,1477,GBR
1881,1478,GBR
1882,1479,GBR
1883,1480,GBR
1884,1481,GBR
1885,1482,GBR
1886,1483,GBR
1887,1484,GBR
1888,1485,GBR
1889,1486,GBR
1890,1487,GBR
1891,1488,GBR
1892,1489,GBR
1893,1490,GBR
1894,1491,GBR
1895,1492,GBR
1896,1493,GBR
1897,1494,GBR
1898,1495,GBR
1899,1496,GBR
1900,1497,GBR
1901,1498,GBR
1902,1499,GBR
1903,1500,GBR
1904,1501,GBR
1905,1502,GBR
1906,1503,GBR
1907,1502,GBR
1908,1503,GBR
1909,1504,FRA
1910,1505,CAN
1911,807,USA
1912,1506,GBR
1913,1484,GBR
1914,1507,GBR
1915,1508,NOR
1916,1509,GBR
1917,1510,USA
1918,1511,GBR
1919,1512,GBR
1920,1513,GBR
1921,1514,GBR
1922,1515,GBR
1923,1516,GBR
1924,1513,GBR
1925,1517,FIN
1926,1518,ITA
1927,1519,RU1
1928,1520,DEN
1929,1521,HUN
1930,1522,RU1
1931,1523,DEN
1932,1524,SWE
1933,1525,SWE
1934,1526,DEN
1935,1527,FIN
1936,1528,FIN
1937,1529,SWE
1938,1530,SWE
1939,826,GER
1940,1531,GBR
1941,1532,SWE
1942,1533,SWE
1943,827,GER
1944,1534,GER
1945,1535,GER
1946,1536,SWE
1947,1530,SWE
1948,822,SWE
1949,1537,GER
1950,839,USA
1951,1538,GER
1952,1539,USA
1953,1540,USA
1954,1541,ANZ
1955,1542,GBR
1956,1543,ANZ
1957,1544,ANZ
1958,1545,ANZ
1959,1546,CAN
1960,1547,GBR
1961,1548,GER
1962,1549,GER
1963,1550,GER
1964,1551,GBR
1965,1549,GER
1966,1552,SWE
1967,1545,ANZ
1968,1546,CAN
1969,1547,GBR
1970,1553,AUT
1971,1554,AUT
1972,1555,AUT
1973,1556,AUT
1974,1542,GBR
1975,1557,GBR
1976,1558,GBR
1977,1559,GBR
1978,1560,GER
1979,1561,GER
1980,1562,GER
1981,1563,GER
1982,834,GBR
1983,841,GBR
1984,1547,GBR
1985,833,GBR
1986,1564,ANZ
1987,1565,ANZ
1988,1545,ANZ
1989,1541,ANZ
1990,839,USA
1991,1539,USA
1992,1540,USA
1993,1566,USA
1994,851,BEL
1995,1567,BEL
1996,852,BEL
1997,1568,BEL
1998,142,BEL
1999,853,BEL
2000,854,BEL
2001,1569,GBR
2002,1570,GBR
2003,846,GBR
2004,1571,GBR
2005,842,GBR
2006,849,GBR
2007,137,GBR
2008,1572,SWE
2009,1573,SWE
2010,1574,SWE
2011,1575,SWE
2012,835,SWE
2013,831,SWE
2014,1576,SWE
2015,1577,FIN
2016,1578,FIN
2017,1579,USA
2018,1580,ITA
2019,1581,CAN
2020,868,GBR
2021,1582,USA
2022,1583,USA
2023,1584,USA
2024,1585,USA
2025,1586,USA
2026,1587,USA
2027,1588,USA
2028,1589,GBR
2029,1590,USA
2030,1591,GBR
2031,1583,USA
2032,1582,USA
2033,1592,GBR
2034,1593,GBR
2035,1403,GBR
2036,902,GBR
2037,1594,GBR
2038,1595,USA
2039,885,USA
2040,1590,USA
2041,1596,USA
2042,1588,USA
2043,1597,SWE
2044,1598,SWE
2045,1599,SWE
2046,1600,SWE
2047,1601,SWE
2048,1602,USA
2049,1603,USA
2050,896,GER
2051,1591,GBR
2052,1604,GBR
2053,1605,GBR
2054,1606,GBR
2055,1607,SWE
2056,1608,SWE
2057,1609,SWE
2058,1610,SWE
2059,1611,GBR
2060,1612,GBR
2061,1613,GBR
2062,1614,GBR
2063,1602,USA
2064,1615,USA
2065,1603,USA
2066,873,USA
2067,1616,FRA
2068,1617,FRA
2069,1618,FRA
2070,1619,FRA
2071,1593,GBR
2072,1578,FIN
2073,1620,FRA
2074,1621,USA
2075,1615,USA
2076,873,USA
2077,1622,SWE
2078,1578,FIN
2079,1623,SWE
2080,1624,GBR
2081,1625,GBR
2082,1488,GBR
2083,1623,SWE
2084,1622,SWE
2085,1626,SWE
2086,1627,FIN
2087,1578,FIN
2088,1577,FIN
2089,1628,SWE
2090,1629,USA
2091,1630,SWE
2092,1631,SWE
2093,1632,USA
2094,1633,FIN
2095,1634,USA
2096,1635,SWE
2097,1633,FIN
2098,1636,FIN
2099,1637,USA
2100,908,USA
2101,1638,CAN
2102,1639,USA
2103,1640,USA
2104,1641,GER
2105,913,GRE
2106,1642,USA
2107,1643,USA
2108,1644,HUN
2109,915,SWE
2110,1645,FIN
2111,1646,FIN
2112,1645,FIN
2113,1647,FIN
2114,1648,SWE
2115,1649,USA
2116,918,CAN
2117,1643,USA
2118,913,GRE
2119,1642,USA
2120,1650,USA
2121,1651,RSA
2122,1652,RSA
2123,1653,CAN
2124,1654,NOR
2125,1629,USA
2126,1655,USA
2127,1656,CAN
2128,1657,USA
2129,1658,SWE
2130,1659,USA
2131,1660,USA
2132,1661,USA
2133,1662,USA
2134,1663,USA
2135,580,USA
2136,1636,FIN
2137,580,USA
2138,1663,USA
2139,1664,SWE
2140,1665,SWE
2141,1648,SWE
2142,1666,USA
2143,1667,RSA
2144,1668,GBR
2145,1669,USA
2146,1670,USA
2147,1671,USA
2148,1666,USA
2149,1672,SWE
2150,1673,SWE
2151,1674,SWE
2152,1675,SWE
2153,1668,GBR
2154,1676,GBR
2155,957,GBR
2156,1677,GBR
2157,1678,SWE
2158,1679,SWE
2159,1680,SWE
2160,1681,FRA
2161,1682,SWE
2162,1683,GER
2163,1684,USA
2164,1685,USA
2165,1686,USA
2166,1687,USA
2167,1688,SWE
2168,1689,SWE
2169,1690,SWE
2170,1682,SWE
2171,1691,GER
2172,1692,GER
2173,1683,GER
2174,1693,GER
2175,1694,BEL
2176,1681,FRA
2177,1695,GER
2178,1696,GER
2179,1697,GER
2180,1698,GER
2181,1699,GER
2182,1700,SWE
2183,1701,SWE
2184,1702,SWE
2185,1703,SWE
2186,1681,FRA
2187,1704,FRA
2188,1705,FRA
2189,1706,FRA
2190,1707,BEL
2191,975,BEL
2192,1708,DEN
2193,1709,NED
2194,1710,NED
2195,1711,NED
2196,1712,NED
2197,1713,NED
2198,1714,BEL
2199,975,BEL
2200,977,BEL
2201,1715,BEL
2202,1716,BEL
2203,979,BEL
2204,1717,BEL
2205,1718,BEL
2206,1719,GBR
2207,1720,GBR
2208,1721,GBR
2209,1722,GBR
2210,984,GBR
2211,1723,GBR
2212,985,GBR
2213,1724,GBR
2214,1725,AUT
2215,1726,ITA
2216,1727,ITA
2217,1728,HUN
2218,987,HUN
2219,1729,HUN
2220,1709,NED
2221,1730,NED
2222,1710,NED
2223,1731,NED
2224,1712,NED
2225,1713,NED
2226,1732,HUN
2227,1733,HUN
2228,987,HUN
2229,992,HUN
2230,1728,HUN
2231,1734,HUN
2232,993,HUN
2233,994,HUN
2234,1735,AUT
2235,1736,AUT
2236,1737,AUT
2237,2,AUT
2238,1738,AUT
2239,1739,AUT
2240,1725,AUT
2241,1740,NED
2242,1741,NED
2243,1001,NED
2244,1742,NED
2245,1743,NED
2246,1744,NED
2247,1745,NED
2248,1746,NED
2249,1747,NED
2250,1748,NED
2251,1749,NED
2252,1011,GBR
2253,1750,GBR
2254,1751,GBR
2255,1752,GBR
2256,1753,GBR
2257,1754,GBR
2258,1755,GBR
2259,1756,GBR
2260,1757,GBR
2261,1758,GBR
2262,1020,GBR
2263,1759,DEN
2264,1022,DEN
2265,1760,DEN
2266,1024,DEN
2267,1761,DEN
2268,1027,DEN
2269,1029,DEN
2270,1762,DEN
2271,1763,DEN
2272,1764,DEN
2273,1031,DEN
2274,1765,ITA
2275,1033,ITA
2276,1032,FRA
2277,1766,GBR
2278,1767,GBR
2279,1768,GBR
2280,1769,GBR
2281,1770,GBR
2282,1771,GBR
2283,1772,GBR
2284,1773,GBR
2285,1774,GBR
2286,1775,GBR
2287,1776,GBR
2288,1777,GBR
2289,1778,GBR
2290,1779,GBR
2291,1780,GBR
2292,1781,GBR
2293,1782,GBR
2294,1783,GBR
2295,1784,GBR
2296,1785,GBR
2297,1786,GBR
2298,1787,GBR
2299,1788,GBR
2300,1789,GBR
2301,1790,ITA
2302,1791,ITA
2303,1033,ITA
2304,1792,ITA
2305,1793,ITA
2306,1794,ITA
2307,1795,ITA
2308,1796,ITA
2309,1797,ITA
2310,1798,ITA
2311,1799,ITA
2312,1800,ITA
2313,1801,ITA
2314,1765,ITA
2315,1802,ITA
2316,1803,ITA
2317,1804,HUN
2318,1805,HUN
2319,1806,HUN
2320,1807,HUN
2321,1808,HUN
2322,1809,HUN
2323,1810,HUN
2324,1811,HUN
2325,1812,HUN
2326,1813,HUN
2327,1814,HUN
2328,1815,HUN
2329,1816,HUN
2330,1817,HUN
2331,1818,HUN
2332,1819,HUN
2333,1820,DEN
2334,1821,DEN
2335,1822,DEN
2336,1823,DEN
2337,1824,DEN
2338,1825,DEN
2339,1826,DEN
2340,1827,DEN
2341,1828,DEN
2342,1829,DEN
2343,1830,DEN
2344,1831,DEN
2345,1832,DEN
2346,1833,DEN
2347,1834,DEN
2348,1835,DEN
2349,1836,DEN
2350,1837,DEN
2351,1838,DEN
2352,1839,DEN
2353,1840,DEN
2354,1841,NOR
2355,1842,NOR
2356,1843,NOR
2357,1844,NOR
2358,1845,NOR
2359,1846,NOR
2360,1847,NOR
2361,1848,NOR
2362,1849,NOR
2363,1850,NOR
2364,1851,NOR
2365,1852,NOR
2366,1853,NOR
2367,1854,NOR
2368,1855,NOR
2369,1856,NOR
2370,1857,NOR
2371,1858,NOR
2372,1859,NOR
2373,1144,NOR
2374,1860,NOR
2375,1861,NOR
2376,1862,NOR
2377,1863,NOR
2378,1864,NOR
2379,1865,FIN
2380,1035,FIN
2381,1866,FIN
2382,1867,FIN
2383,1868,FIN
2384,1869,FIN
2385,1870,FIN
2386,1871,FIN
2387,1872,FIN
2388,1873,FIN
2389,1874,FIN
2390,1875,FIN
2391,1053,FIN
2392,1876,FIN
2393,1877,FIN
2394,1878,FIN
2395,1879,FIN
2396,1880,FIN
2397,1881,FIN
2398,1882,FIN
2399,1883,FIN
2400,1119,NOR
2401,1884,NOR
2402,1123,NOR
2403,1885,NOR
2404,1886,NOR
2405,1126,NOR
2406,1887,NOR
2407,1888,NOR
2408,1889,NOR
2409,1130,NOR
2410,1890,NOR
2411,1891,NOR
2412,1892,NOR
2413,1893,NOR
2414,1140,NOR
2415,1894,NOR
2416,1895,NOR
2417,1141,NOR
2418,1142,NOR
2419,1896,NOR
2420,1897,NOR
2421,1898,NOR
2422,1063,SWE
2423,1899,SWE
2424,1900,SWE
2425,1901,SWE
2426,1079,SWE
2427,1902,SWE
2428,1903,SWE
2429,1904,SWE
2430,1089,SWE
2431,1094,SWE
2432,1905,SWE
2433,1098,SWE
2434,1099,SWE
2435,1103,SWE
2436,1906,SWE
2437,1109,SWE
2438,1907,SWE
2439,1113,SWE
2440,1908,SWE
2441,1114,SWE
2442,1909,SWE
2443,1910,SWE
2444,1911,SWE
2445,1118,SWE
2446,1912,DEN
2447,1913,DEN
2448,1914,DEN
2449,1915,DEN
2450,1916,DEN
2451,1917,DEN
2452,1918,DEN
2453,1919,DEN
2454,1920,DEN
2455,1921,DEN
2456,1922,DEN
2457,1923,DEN
2458,1924,DEN
2459,1925,DEN
2460,1926,DEN
2461,1927,DEN
2462,1928,DEN
2463,1929,DEN
2464,1930,DEN
2465,1931,DEN
2466,1932,DEN
2467,1933,DEN
2468,1934,DEN
2469,1935,DEN
2470,1936,DEN
2471,1937,DEN
2472,1938,DEN
2473,1939,DEN
2474,1940,SWE
2475,1941,SWE
2476,1061,SWE
2477,1942,NOR
2478,1943,NOR
2479,1944,NOR
2480,1945,NOR
2481,1946,NOR
2482,1947,DEN
2483,1948,DEN
2484,1949,DEN
2485,1950,DEN
2486,1951,DEN
2487,1952,SWE
2488,1953,SWE
2489,1954,SWE
2490,1955,SWE
2491,1956,SWE
2492,1957,GER
2493,1958,GER
2494,1959,GER
2495,1960,GER
2496,1961,GER
2497,1962,GER
2498,1963,GER
2499,1964,GER
2500,1965,GER
2501,1966,GBR
2502,1967,GBR
2503,1968,GBR
2504,1266,GBR
2505,1969,GBR
2506,1970,GBR
2507,1971,GBR
2508,1972,GBR
2509,1973,GBR
2510,1974,GBR
2511,1975,GBR
2512,1976,GBR
2513,1977,GBR
2514,1978,GBR
2515,1979,GBR
2516,1980,GBR
2517,1981,GBR
2518,1982,GBR
2519,1983,DEN
2520,1984,DEN
2521,1985,DEN
2522,1986,DEN
2523,1987,DEN
2524,1988,GER
2525,349,GER
2526,1989,GER
2527,1990,GER
2528,356,GER
2529,1991,GBR
2530,1992,GBR
2531,1993,GBR
2532,1994,GBR
2533,1995,GBR
2534,1996,CAN
2535,1997,RU1
2536,1998,GBR
2537,1263,BEL
2538,1999,RU1
2539,2000,RU1
2540,2001,RU1
2541,2002,RU1
2542,2003,RU1
2543,2004,RU1
2544,2005,RU1
2545,2006,SWE
2546,1348,SWE
2547,2007,SWE
2548,2008,SWE
2549,2009,SWE
2550,2010,SWE
2551,1351,SWE
2552,1352,SWE
2553,2011,FIN
2554,2012,FIN
2555,2013,FIN
2556,2014,FIN
2557,2015,FIN
2558,2016,FIN
2559,2017,FIN
2560,2018,FIN
2561,2019,FIN
2562,2020,FIN
2563,2021,FIN
2564,2022,FIN
2565,2023,FIN
2566,2024,FIN
2567,2025,NOR
2568,2026,NOR
2569,2027,NOR
2570,2028,NOR
2571,2029,NOR
2572,2030,NOR
2573,2031,NOR
2574,2032,NOR
2575,2033,NOR
2576,2034,NOR
2577,2035,SWE
2578,2036,SWE
2579,2037,SWE
2580,2038,SWE
2581,2039,SWE
2582,2040,SWE
2583,2041,SWE
2584,2042,SWE
2585,2043,SWE
2586,2044,SWE
2587,2045,SWE
2588,1349,SWE
2589,2046,SWE
2590,2047,FRA
2591,2048,FRA
2592,2049,FRA
2593,2050,DEN
2594,2051,DEN
2595,2052,DEN
2596,2053,FIN
2597,2054,FIN
2598,2055,FIN
2599,2056,FIN
2600,2057,FIN
2601,2058,NOR
2602,2059,NOR
2603,2060,NOR
2604,2061,NOR
2605,2062,NOR
2606,2063,SWE
2607,2064,SWE
2608,2065,SWE
2609,2066,SWE
2610,2067,SWE
2611,1356,SWE
2612,2068,SWE
2613,2069,SWE
2614,2070,FIN
2615,1362,SWE
2616,2068,SWE
2617,2071,FIN
2618,2072,FIN
2619,2070,FIN
2620,2073,FIN
2621,1420,SWE
2622,2068,SWE
2623,1362,SWE
2624,1356,SWE
2625,1434,USA
2626,2074,USA
2627,2075,USA
2628,1357,USA
2629,1383,SWE
2630,2076,USA
2631,2077,SWE
2632,2078,USA
2633,1434,USA
2634,2075,USA
2635,2079,USA
2636,2080,SWE
2637,1381,SWE
2638,1064,SWE
2639,1383,SWE
2640,2081,GBR
2641,2082,GBR
2642,1380,GBR
2643,1367,GBR
2644,2083,SWE
2645,1064,SWE
2646,1383,SWE
2647,2084,DEN
2648,1376,FRA
2649,474,DEN
2650,2085,GBR
2651,2086,GBR
2652,2087,GBR
2653,2088,GBR
2654,1381,SWE
2655,1064,SWE
2656,2077,SWE
2657,1383,SWE
2658,2089,RU1
2659,2090,RU1
2660,2091,RU1
2661,2092,RU1
2662,2085,GBR
2663,2086,GBR
2664,2087,GBR
2665,2088,GBR
2666,1393,USA
2667,2093,USA
2668,2076,USA
2669,2094,USA
2670,2095,SWE
2671,1381,SWE
2672,1064,SWE
2673,1940,SWE
2674,2088,GBR
2675,2076,USA
2676,2093,USA
2677,2096,GBR
2678,2078,USA
2679,2081,GBR
2680,2078,USA
2681,1434,USA
2682,2097,USA
2683,2079,USA
2684,2098,GBR
2685,2099,GBR
2686,2082,GBR
2687,1380,GBR
2688,1381,SWE
2689,1064,SWE
2690,2100,SWE
2691,2101,SWE
2692,2102,USA
2693,1376,FRA
2694,2097,USA
2695,2103,NOR
2696,2104,HUN
2697,2097,USA
2698,2105,GER
2699,2106,GER
2700,2107,GER
2701,2108,GER
2702,2109,GER
2703,2110,GER
2704,2111,USA
2705,2112,USA
2706,2113,USA
2707,2114,USA
2708,2115,USA
2709,2116,USA
2710,1395,GBR
2711,2117,GBR
2712,1379,GBR
2713,1402,GBR
2714,1404,GBR
2715,1400,GBR
2716,2118,DEN
2717,2119,DEN
2718,2120,DEN
2719,2084,DEN
2720,474,DEN
2721,2121,DEN
2722,2122,SWE
2723,2123,SWE
2724,2124,SWE
2725,2125,SWE
2726,1423,SWE
2727,2126,SWE
2728,1373,NOR
2729,1418,NOR
2730,2127,NOR
2731,1372,NOR
2732,481,NOR
2733,1419,NOR
2734,2122,SWE
2735,2128,SWE
2736,2124,SWE
2737,2129,SWE
2738,2125,SWE
2739,2126,SWE
2740,2130,USA
2741,2131,USA
2742,2132,USA
2743,2102,USA
2744,2097,USA
2745,2079,USA
2746,2133,GBR
2747,1436,GBR
2748,1438,GBR
2749,2134,GBR
2750,2135,GBR
2751,2136,GBR
2752,2137,RU1
2753,2113,USA
2754,2105,GER
2755,2138,FRA
2756,2139,FRA
2757,2140,RSA
2758,2141,RSA
2759,2142,AUT
2760,2143,AUT
2761,2144,GBR
2762,1457,GBR
2763,2145,FRA
2764,2146,FRA
2765,2147,SWE
2766,1462,SWE
2767,2138,FRA
2768,2148,GER
2769,1462,SWE
2770,2149,FRA
2771,2150,GER
2772,2151,SWE
2773,1462,SWE
2774,1457,GBR
2775,1463,GBR
2776,2151,SWE
2777,2152,GBR
2778,2153,GBR
2779,2154,GER
2780,2141,RSA
2781,2140,RSA
2782,2155,NOR
2783,2149,FRA
2784,2150,GER
2785,2156,ANZ
2786,2146,FRA
2787,1457,GBR
2788,2157,GBR
2789,2152,GBR
2790,2158,DEN
2791,2159,SWE
2792,2160,SWE
2793,2161,SWE
2794,2162,SWE
2795,2163,SWE
2796,2164,SWE
2797,2165,SWE
2798,2166,SWE
2799,1475,GBR
2800,1476,GBR
2801,1488,GBR
2802,2167,GBR
2803,1491,GBR
2804,1479,GBR
2805,2168,GBR
2806,1492,GBR
2807,2169,FIN
2808,2170,FIN
2809,2171,GER
2810,1520,DEN
2811,1528,FIN
2812,2172,FIN
2813,2173,SWE
2814,2174,FIN
2815,2175,SWE
2816,2176,FIN
2817,2177,SWE
2818,2178,RU1
2819,2179,HUN
2820,2180,SWE
2821,2181,FIN
2822,2182,USA
2823,2183,USA
2824,1530,SWE
2825,2184,SWE
2826,2185,DEN
2827,2186,GBR
2828,2187,USA
2829,2188,USA
2830,2183,USA
2831,2189,USA
2832,2190,USA
2833,2191,USA
2834,1536,SWE
2835,2192,SWE
2836,2193,SWE
2837,2194,BEL
2838,2195,USA
2839,2196,USA
2840,2197,USA
2841,1540,USA
2842,2198,USA
2843,2199,USA
2844,2200,USA
2845,2201,USA
2846,832,AUS
2847,2202,USA
2848,2203,CAN
2849,2204,FIN
2850,2205,SWE
2851,1552,SWE
2852,2204,FIN
2853,2205,SWE
2854,1552,SWE
2855,2203,CAN
2856,2202,USA
2857,2206,USA
2858,2199,USA
2859,2200,USA
2860,2207,USA
2861,2208,SWE
2862,2209,SWE
2863,2210,SWE
2864,2211,SWE
2865,2200,USA
2866,2201,USA
2867,2199,USA
2868,2207,USA
2869,2212,GBR
2870,2213,GBR
2871,2214,GBR
2872,2215,GBR
2873,2216,GBR
2874,2217,GBR
2875,2218,GBR
2876,833,GBR
2877,1540,USA
2878,2198,USA
2879,1566,USA
2880,2202,USA
2881,832,AUS
2882,2219,AUS
2883,2220,AUS
2884,2221,AUS
2885,2222,SWE
2886,1572,SWE
2887,1573,SWE
2888,2223,SWE
2889,1574,SWE
2890,1575,SWE
2891,835,SWE
2892,831,SWE
2893,2224,SWE
2894,1570,GBR
2895,2225,GBR
2896,2226,GBR
2897,2227,GBR
2898,2228,GBR
2899,842,GBR
2900,849,GBR
2901,2229,BEL
2902,2194,BEL
2903,2230,BEL
2904,2231,BEL
2905,1568,BEL
2906,2232,BEL
2907,2233,BEL
2908,854,BEL
2909,2234,BEL
2910,2235,BEL
2911,2236,BEL
2912,2235,BEL
2913,2234,BEL
2914,2237,BEL
2915,2236,BEL
2916,2238,BEL
2917,2239,BEL
2918,2235,BEL
2919,2234,BEL
2920,2237,BEL
2921,2236,BEL
2922,2238,BEL
2923,2239,BEL
2924,2237,BEL
2925,2239,BEL
2926,2236,BEL
2927,2240,FRA
2928,2241,FRA
2929,2242,FRA
2930,856,FRA
2931,2243,FRA
2932,2244,FRA
2933,2245,FRA
2934,2246,FRA
2935,2247,NED
2936,2248,NED
2937,2249,NED
2938,2250,NED
2939,2251,NED
2940,2252,NED
2941,2253,NED
2942,2254,NED
2943,2255,BEL
2944,2256,BEL
2945,2257,BEL
2946,2258,BEL
2947,2259,BEL
2948,2260,BEL
2949,146,BEL
2950,2261,BEL
2951,2255,BEL
2952,2256,BEL
2953,2257,BEL
2954,2258,BEL
2955,2259,BEL
2956,2260,BEL
2957,146,BEL
2958,2261,BEL
2959,2240,FRA
2960,2241,FRA
2961,2242,FRA
2962,856,FRA
2963,2243,FRA
2964,2244,FRA
2965,2245,FRA
2966,2246,FRA
2967,2255,BEL
2968,2256,BEL
2969,2257,BEL
2970,2258,BEL
2971,2259,BEL
2972,2260,BEL
2973,146,BEL
2974,2261,BEL
2975,2240,FRA
2976,2241,FRA
2977,2242,FRA
2978,856,FRA
2979,2243,FRA
2980,2244,FRA
2981,2245,FRA
2982,2246,FRA
2983,146,BEL
2984,2245,FRA
2985,146,BEL
2986,2240,FRA
2987,2240,FRA
2988,146,BEL
2989,2262,GBR
2990,2263,FIN
2991,2264,FRA
2992,2265,GBR
2993,2266,ITA
2994,2267,USA
2995,2268,GBR
2996,2269,USA
2997,2270,USA
2998,2271,USA
2999,2272,CAN
3000,2273,USA
3001,2274,USA
3002,2275,GBR
3003,2276,GBR
3004,2268,GBR
3005,2277,USA
3006,2269,USA
3007,2278,ITA
3008,2279,GBR
3009,2280,USA
3010,2281,SWE
3011,2282,SWE
3012,2283,SWE
3013,2284,USA
3014,2285,USA
3015,2286,USA
3016,2287,GBR
3017,2275,GBR
3018,2288,GBR
3019,2289,USA
3020,2266,ITA
3021,2290,AUS
3022,2291,SWE
3023,2292,RSA
3024,2293,GBR
3025,2294,USA
3026,2295,USA
3027,2296,USA
3028,2297,SWE
3029,2298,SWE
3030,2299,SWE
3031,2300,SWE
3032,2270,USA
3033,2301,USA
3034,2269,USA
3035,2302,USA
3036,2303,FRA
3037,2304,FRA
3038,2305,FRA
3039,2306,FRA
3040,910,FRA
3041,2307,FRA
3042,2308,FRA
3043,2309,FRA
3044,2310,GBR
3045,2293,GBR
3046,2311,GBR
3047,2312,GBR
3048,2313,RSA
3049,2314,RSA
3050,2315,RSA
3051,2292,RSA
3052,2281,SWE
3053,2264,FRA
3054,2263,FIN
3055,2316,SWE
3056,1663,USA
3057,2317,USA
3058,2292,RSA
3059,2275,GBR
3060,2318,USA
3061,2319,FIN
3062,2263,FIN
3063,2281,SWE
3064,2281,SWE
3065,2320,SWE
3066,2321,SWE
3067,2322,FIN
3068,2319,FIN
3069,2263,FIN
3070,2323,GBR
3071,2324,GBR
3072,2262,GBR
3073,2325,SWE
3074,2326,NOR
3075,2327,USA
3076,2328,USA
3077,1636,FIN
3078,1633,FIN
3079,2329,USA
3080,2317,USA
3081,2316,SWE
3082,2330,SWE
3083,2331,USA
3084,2332,USA
3085,2333,FIN
3086,2334,FIN
3087,1646,FIN
3088,2335,SWE
3089,2299,SWE
3090,2336,USA
3091,2337,ITA
3092,1578,FIN
3093,2338,EST
3094,2339,FIN
3095,2340,FIN
3096,2341,USA
3097,2342,USA
3098,2343,USA
3099,2344,DEN
3100,2345,USA
3101,2346,FIN
3102,1636,FIN
3103,1664,SWE
3104,2347,FIN
3105,2348,SWE
3106,2349,GBR
3107,2350,USA
3108,2351,DEN
3109,2352,FRA
3110,2353,GBR
3111,2354,DEN
3112,2355,GBR
3113,2356,RSA
3114,2357,CAN
3115,2358,ITA
3116,2359,FRA
3117,2360,FRA
3118,2361,CAN
3119,2362,USA
3120,2363,DEN
3121,2364,USA
3122,2365,CAN
3123,2366,GBR
3124,2367,CAN
