year,aid,medal,eid,dname
1984,13405,Silver,11544,Volleyball
1984,13406,Silver,11544,Volleyball
1984,13407,Silver,11544,Volleyball
1984,13408,Bronze,11544,Volleyball
1984,13409,Bronze,11544,Volleyball
1984,13410,Bronze,11544,Volleyball
1984,13411,Bronze,11544,Volleyball
1984,13412,Bronze,11544,Volleyball
1984,13413,Bronze,11544,Volleyball
1984,13414,Bronze,11544,Volleyball
1984,13415,Bronze,11544,Volleyball
1984,13416,Bronze,11544,Volleyball
1984,13417,Bronze,11544,Volleyball
1984,13418,Bronze,11544,Volleyball
1984,13419,Bronze,11544,Volleyball
1984,13420,Gold,11544,Volleyball
1984,13421,Gold,11544,Volleyball
1984,13422,Gold,11544,Volleyball
1984,13423,Gold,11544,Volleyball
1984,13424,Gold,11544,Volleyball
1984,13425,Gold,11544,Volleyball
1984,13426,Gold,11544,Volleyball
1984,13427,Gold,11544,Volleyball
1984,13428,Gold,11544,Volleyball
1984,13429,Gold,11544,Volleyball
1984,13430,Gold,11544,Volleyball
1984,13431,Gold,11544,Volleyball
1984,13432,Silver,11544,Volleyball
1984,13433,Silver,11544,Volleyball
1984,13434,Silver,11544,Volleyball
1984,13435,Silver,11544,Volleyball
1984,13436,Silver,11544,Volleyball
1984,13437,Silver,11544,Volleyball
1984,13438,Silver,11544,Volleyball
1984,13439,Silver,11544,Volleyball
1984,13440,Silver,11544,Volleyball
1984,13441,Silver,11544,Volleyball
1984,13442,Silver,11544,Volleyball
1984,13443,Silver,11544,Volleyball
1984,13444,Bronze,13814,Weightlifting
1984,13445,Gold,13814,Weightlifting
1984,13446,Silver,13814,Weightlifting
1984,13447,Bronze,7953,Weightlifting
1984,13448,Gold,7953,Weightlifting
1984,13449,Silver,7953,Weightlifting
1984,13450,Bronze,13817,Weightlifting
1984,13451,Gold,13817,Weightlifting
1984,13452,Silver,13817,Weightlifting
1984,13453,Bronze,16512,Weightlifting
1984,13454,Gold,16512,Weightlifting
1984,13455,Silver,16512,Weightlifting
1984,13456,Bronze,7959,Weightlifting
1984,13457,Gold,7959,Weightlifting
1984,13458,Silver,7959,Weightlifting
1984,13459,Bronze,5667,Weightlifting
1984,13460,Gold,5667,Weightlifting
1984,13461,Silver,5667,Weightlifting
1984,13462,Bronze,5670,Weightlifting
1984,13463,Gold,5670,Weightlifting
1984,13464,Silver,5670,Weightlifting
1984,13465,Bronze,5673,Weightlifting
1984,13466,Gold,5673,Weightlifting
1984,13467,Silver,5673,Weightlifting
1984,13468,Bronze,8857,Weightlifting
1984,13469,Gold,8857,Weightlifting
1984,13470,Silver,8857,Weightlifting
1984,13471,Bronze,16530,Weightlifting
1984,13472,Gold,16530,Weightlifting
1984,13473,Silver,16530,Weightlifting
1984,13474,Bronze,12033,Wrestling Free.
1984,13475,Gold,12033,Wrestling Free.
1984,13476,Silver,12033,Wrestling Free.
1984,13477,Bronze,13844,Wrestling Free.
1984,13478,Gold,13844,Wrestling Free.
1984,13479,Silver,13844,Wrestling Free.
1984,11254,Bronze,13847,Wrestling Free.
1984,13480,Gold,13847,Wrestling Free.
1984,13481,Silver,13847,Wrestling Free.
1984,13482,Bronze,7977,Wrestling Free.
1984,13483,Gold,7977,Wrestling Free.
1984,13484,Silver,7977,Wrestling Free.
1984,13485,Bronze,13853,Wrestling Free.
1984,13486,Gold,13853,Wrestling Free.
1984,13487,Silver,13853,Wrestling Free.
1984,13488,Bronze,13856,Wrestling Free.
1984,13489,Gold,13856,Wrestling Free.
1984,13490,Silver,13856,Wrestling Free.
1984,12287,Bronze,13859,Wrestling Free.
1984,13491,Gold,13859,Wrestling Free.
1984,13492,Silver,13859,Wrestling Free.
1984,13493,Bronze,13862,Wrestling Free.
1984,13494,Gold,13862,Wrestling Free.
1984,13495,Silver,13862,Wrestling Free.
1984,13496,Bronze,13865,Wrestling Free.
1984,13497,Gold,13865,Wrestling Free.
1984,13498,Silver,13865,Wrestling Free.
1984,13499,Bronze,13868,Wrestling Free.
1984,13500,Gold,13868,Wrestling Free.
1984,13501,Silver,13868,Wrestling Free.
1984,13502,Bronze,12033,Wrestling Gre-R
1984,13503,Gold,12033,Wrestling Gre-R
1984,13504,Silver,12033,Wrestling Gre-R
1984,10289,Bronze,13844,Wrestling Gre-R
1984,13505,Gold,13844,Wrestling Gre-R
1984,13506,Silver,13844,Wrestling Gre-R
1984,13507,Bronze,13847,Wrestling Gre-R
1984,13508,Gold,13847,Wrestling Gre-R
1984,13509,Silver,13847,Wrestling Gre-R
1984,13510,Bronze,7977,Wrestling Gre-R
1984,13511,Gold,7977,Wrestling Gre-R
1984,13512,Silver,7977,Wrestling Gre-R
1984,13513,Bronze,13853,Wrestling Gre-R
1984,13514,Gold,13853,Wrestling Gre-R
1984,13515,Silver,13853,Wrestling Gre-R
1984,13516,Bronze,13856,Wrestling Gre-R
1984,13517,Gold,13856,Wrestling Gre-R
1984,13518,Silver,13856,Wrestling Gre-R
1984,11283,Bronze,13859,Wrestling Gre-R
1984,13519,Gold,13859,Wrestling Gre-R
1984,13520,Silver,13859,Wrestling Gre-R
1984,13521,Bronze,13862,Wrestling Gre-R
1984,13522,Gold,13862,Wrestling Gre-R
1984,13523,Silver,13862,Wrestling Gre-R
1984,13524,Bronze,13865,Wrestling Gre-R
1984,13525,Gold,13865,Wrestling Gre-R
1984,13526,Silver,13865,Wrestling Gre-R
1984,13527,Bronze,13868,Wrestling Gre-R
1984,12325,Gold,13868,Wrestling Gre-R
1984,13528,Silver,13868,Wrestling Gre-R
1988,13529,Bronze,664,Diving
1988,10311,Gold,664,Diving
1988,13530,Silver,664,Diving
1988,12330,Bronze,664,Diving
1988,13531,Gold,664,Diving
1988,12332,Silver,664,Diving
1988,13532,Bronze,1137,Diving
1988,10311,Gold,1137,Diving
1988,12334,Silver,1137,Diving
1988,12337,Bronze,1137,Diving
1988,13533,Gold,1137,Diving
1988,13534,Silver,1137,Diving
1988,13535,Bronze,671,Swimming
1988,13536,Gold,671,Swimming
1988,13537,Silver,671,Swimming
1988,13538,Bronze,671,Swimming
1988,13539,Gold,671,Swimming
1988,13540,Silver,671,Swimming
1988,13541,Bronze,11703,Swimming
1988,13542,Gold,11703,Swimming
1988,13543,Silver,11703,Swimming
1988,13544,Bronze,11703,Swimming
1988,13545,Gold,11703,Swimming
1988,13546,Silver,11703,Swimming
1988,13547,Bronze,8926,Swimming
1988,13548,Gold,8926,Swimming
1988,12393,Silver,8926,Swimming
1988,13549,Bronze,8926,Swimming
1988,13539,Gold,8926,Swimming
1988,13550,Silver,8926,Swimming
1988,13551,Bronze,1,Swimming
1988,12393,Gold,1,Swimming
1988,13552,Silver,1,Swimming
1988,13553,Bronze,1,Swimming
1988,13539,Gold,1,Swimming
1988,13554,Silver,1,Swimming
1988,13555,Bronze,152,Swimming
1988,11326,Gold,152,Swimming
1988,12360,Silver,152,Swimming
1988,13556,Bronze,155,Swimming
1988,13535,Gold,155,Swimming
1988,13557,Silver,155,Swimming
1988,13538,Bronze,155,Swimming
1988,13540,Gold,155,Swimming
1988,13558,Silver,155,Swimming
1988,13559,Bronze,1150,Swimming
1988,13560,Gold,1150,Swimming
1988,13561,Silver,1150,Swimming
1988,13546,Bronze,1150,Swimming
1988,13544,Gold,1150,Swimming
1988,13562,Silver,1150,Swimming
1988,13563,Bronze,8944,Swimming
1988,12350,Gold,8944,Swimming
1988,13564,Silver,8944,Swimming
1988,12353,Bronze,8944,Swimming
1988,13565,Gold,8944,Swimming
1988,13550,Silver,8944,Swimming
1988,12393,Bronze,158,Swimming
1988,13566,Gold,158,Swimming
1988,13567,Silver,158,Swimming
1988,13568,Bronze,158,Swimming
1988,13569,Gold,158,Swimming
1988,13570,Silver,158,Swimming
1988,13571,Bronze,11748,Swimming
1988,13572,Gold,11748,Swimming
1988,13573,Silver,11748,Swimming
1988,13574,Bronze,11748,Swimming
1988,13575,Gold,11748,Swimming
1988,13576,Silver,11748,Swimming
1988,13577,Bronze,9,Swimming
1988,13555,Gold,9,Swimming
1988,13566,Silver,9,Swimming
1988,13578,Bronze,9,Swimming
1988,13579,Gold,9,Swimming
1988,13569,Silver,9,Swimming
1988,13580,Bronze,10720,Swimming
1988,13572,Gold,10720,Swimming
1988,13581,Silver,10720,Swimming
1988,13575,Bronze,10720,Swimming
1988,13579,Gold,10720,Swimming
1988,13574,Silver,10720,Swimming
1988,13582,Bronze,1971,Swimming
1988,13583,Bronze,1971,Swimming
1988,13584,Bronze,1971,Swimming
1988,13585,Bronze,1971,Swimming
1988,12393,Gold,1971,Swimming
1988,13586,Gold,1971,Swimming
1988,13552,Gold,1971,Swimming
1988,13587,Gold,1971,Swimming
1988,13588,Silver,1971,Swimming
1988,13589,Silver,1971,Swimming
1988,13590,Silver,1971,Swimming
1988,13591,Silver,1971,Swimming
1988,13592,Bronze,1971,Swimming
1988,12400,Bronze,1971,Swimming
1988,13593,Bronze,1971,Swimming
1988,12377,Bronze,1971,Swimming
1988,13575,Gold,1971,Swimming
1988,13594,Gold,1971,Swimming
1988,13539,Gold,1971,Swimming
1988,13568,Gold,1971,Swimming
1988,13595,Silver,1971,Swimming
1988,13596,Silver,1971,Swimming
1988,13597,Silver,1971,Swimming
1988,11351,Silver,1971,Swimming
1988,13535,Bronze,9850,Swimming
1988,13590,Bronze,9850,Swimming
1988,13541,Bronze,9850,Swimming
1988,13571,Bronze,9850,Swimming
1988,13537,Gold,9850,Swimming
1988,12393,Gold,9850,Swimming
1988,13552,Gold,9850,Swimming
1988,13598,Gold,9850,Swimming
1988,12345,Silver,9850,Swimming
1988,12403,Silver,9850,Swimming
1988,12404,Silver,9850,Swimming
1988,13599,Silver,9850,Swimming
1988,13600,Bronze,9850,Swimming
1988,13601,Bronze,9850,Swimming
1988,13602,Bronze,9850,Swimming
1988,13603,Bronze,9850,Swimming
1988,13544,Gold,9850,Swimming
1988,13594,Gold,9850,Swimming
1988,13539,Gold,9850,Swimming
1988,13550,Gold,9850,Swimming
1988,13604,Silver,9850,Swimming
1988,13605,Silver,9850,Swimming
1988,13606,Silver,9850,Swimming
1988,12353,Silver,9850,Swimming
1988,12343,Silver,9850,Swimming
1988,12400,Silver,9850,Swimming
1988,12377,Silver,9850,Swimming
1988,12375,Bronze,1156,Swimming
1988,12350,Bronze,1156,Swimming
1988,13607,Bronze,1156,Swimming
1988,13608,Bronze,1156,Swimming
1988,12393,Gold,1156,Swimming
1988,13609,Gold,1156,Swimming
1988,13586,Gold,1156,Swimming
1988,13610,Gold,1156,Swimming
1988,13555,Silver,1156,Swimming
1988,13582,Silver,1156,Swimming
1988,13611,Silver,1156,Swimming
1988,13585,Silver,1156,Swimming
1988,13590,Bronze,18196,Swimming
1988,12393,Gold,18196,Swimming
1988,13587,Silver,18196,Swimming
1988,13594,Bronze,18196,Swimming
1988,10361,Bronze,18196,Swimming
1988,13539,Gold,18196,Swimming
1988,13612,Silver,18196,Swimming
1988,13613,Bronze,11826,Swimming
1988,13579,Gold,11826,Swimming
1988,13614,Silver,11826,Swimming
1988,13615,Bronze,16737,Synchronized S.
1988,13616,Bronze,16737,Synchronized S.
1988,13617,Gold,16737,Synchronized S.
1988,12425,Gold,16737,Synchronized S.
1988,13618,Silver,16737,Synchronized S.
1988,13619,Silver,16737,Synchronized S.
1988,13615,Bronze,16743,Synchronized S.
1988,12425,Gold,16743,Synchronized S.
1988,12422,Silver,16743,Synchronized S.
1988,13620,Bronze,185,Water polo
1988,13621,Bronze,185,Water polo
1988,13622,Bronze,185,Water polo
1988,11384,Bronze,185,Water polo
1988,11385,Bronze,185,Water polo
1988,13623,Bronze,185,Water polo
1988,11386,Bronze,185,Water polo
1988,13624,Bronze,185,Water polo
1988,13625,Bronze,185,Water polo
1988,11387,Bronze,185,Water polo
1988,13626,Bronze,185,Water polo
1988,11390,Bronze,185,Water polo
1988,13627,Bronze,185,Water polo
1988,12439,Gold,185,Water polo
1988,13628,Gold,185,Water polo
1988,12440,Gold,185,Water polo
1988,12441,Gold,185,Water polo
1988,13629,Gold,185,Water polo
1988,12442,Gold,185,Water polo
1988,12443,Gold,185,Water polo
1988,12444,Gold,185,Water polo
1988,13630,Gold,185,Water polo
1988,13631,Gold,185,Water polo
1988,13632,Gold,185,Water polo
1988,13633,Gold,185,Water polo
1988,13634,Gold,185,Water polo
1988,13635,Silver,185,Water polo
1988,13636,Silver,185,Water polo
1988,12450,Silver,185,Water polo
1988,13637,Silver,185,Water polo
1988,12451,Silver,185,Water polo
1988,13638,Silver,185,Water polo
1988,13639,Silver,185,Water polo
1988,13640,Silver,185,Water polo
1988,13641,Silver,185,Water polo
1988,13642,Silver,185,Water polo
1988,12455,Silver,185,Water polo
1988,12456,Silver,185,Water polo
1988,12460,Silver,185,Water polo
1988,13643,Bronze,12893,Archery
1988,13644,Gold,12893,Archery
1988,13645,Silver,12893,Archery
1988,13646,Bronze,12893,Archery
1988,13647,Gold,12893,Archery
1988,13648,Silver,12893,Archery
1988,13649,Bronze,731,Archery
1988,13650,Bronze,731,Archery
1988,13651,Bronze,731,Archery
1988,13652,Gold,731,Archery
1988,13653,Gold,731,Archery
1988,13645,Gold,731,Archery
1988,13644,Silver,731,Archery
1988,12462,Silver,731,Archery
1988,10411,Silver,731,Archery
1988,13654,Bronze,731,Archery
1988,13655,Bronze,731,Archery
1988,13656,Bronze,731,Archery
1988,13647,Gold,731,Archery
1988,13648,Gold,731,Archery
1988,13646,Gold,731,Archery
1988,13657,Silver,731,Archery
1988,13658,Silver,731,Archery
1988,13659,Silver,731,Archery
1988,13660,Bronze,2016,Athletics
1988,13661,Gold,2016,Athletics
1988,13662,Silver,2016,Athletics
1988,13663,Bronze,2016,Athletics
1988,13664,Gold,2016,Athletics
1988,13665,Silver,2016,Athletics
1988,12509,Bronze,12,Athletics
1988,12470,Gold,12,Athletics
1988,13666,Silver,12,Athletics
1988,13667,Bronze,12,Athletics
1988,12489,Gold,12,Athletics
1988,12472,Silver,12,Athletics
1988,13668,Bronze,12908,Athletics
1988,13669,Gold,12908,Athletics
1988,13670,Silver,12908,Athletics
1988,13671,Bronze,16,Athletics
1988,12479,Gold,16,Athletics
1988,13672,Silver,16,Athletics
1988,13673,Bronze,18,Athletics
1988,13674,Gold,18,Athletics
1988,13675,Silver,18,Athletics
1988,13676,Bronze,18,Athletics
1988,13677,Gold,18,Athletics
1988,13678,Silver,18,Athletics
1988,13679,Bronze,240,Athletics
1988,13680,Gold,240,Athletics
1988,12470,Silver,240,Athletics
1988,13667,Bronze,240,Athletics
1988,12489,Gold,240,Athletics
1988,13681,Silver,240,Athletics
1988,11426,Bronze,9027,Athletics
1988,13682,Gold,9027,Athletics
1988,13683,Silver,9027,Athletics
1988,13684,Bronze,16822,Athletics
1988,13676,Gold,16822,Athletics
1988,13677,Silver,16822,Athletics
1988,13685,Bronze,246,Athletics
1988,13686,Gold,246,Athletics
1988,13687,Silver,246,Athletics
1988,13688,Bronze,21,Athletics
1988,13689,Gold,21,Athletics
1988,13690,Silver,21,Athletics
1988,13691,Bronze,21,Athletics
1988,13692,Gold,21,Athletics
1988,13693,Silver,21,Athletics
1988,10443,Bronze,255,Athletics
1988,13694,Gold,255,Athletics
1988,13695,Silver,255,Athletics
1988,13696,Bronze,255,Athletics
1988,13697,Gold,255,Athletics
1988,13698,Silver,255,Athletics
1988,13699,Bronze,2052,Athletics
1988,13700,Bronze,2052,Athletics
1988,13701,Bronze,2052,Athletics
1988,13702,Bronze,2052,Athletics
1988,13703,Gold,2052,Athletics
1988,13704,Gold,2052,Athletics
1988,11442,Gold,2052,Athletics
1988,13705,Gold,2052,Athletics
1988,13706,Silver,2052,Athletics
1988,13666,Silver,2052,Athletics
1988,13707,Silver,2052,Athletics
1988,13708,Silver,2052,Athletics
1988,11413,Bronze,2052,Athletics
1988,13709,Bronze,2052,Athletics
1988,13710,Bronze,2052,Athletics
1988,13711,Bronze,2052,Athletics
1988,12472,Gold,2052,Athletics
1988,12473,Gold,2052,Athletics
1988,13712,Gold,2052,Athletics
1988,12489,Gold,2052,Athletics
1988,11412,Silver,2052,Athletics
1988,13713,Silver,2052,Athletics
1988,13714,Silver,2052,Athletics
1988,10458,Silver,2052,Athletics
1988,13715,Bronze,1225,Athletics
1988,13716,Bronze,1225,Athletics
1988,13717,Bronze,1225,Athletics
1988,13718,Bronze,1225,Athletics
1988,13688,Gold,1225,Athletics
1988,13689,Gold,1225,Athletics
1988,13690,Gold,1225,Athletics
1988,13719,Gold,1225,Athletics
1988,13720,Silver,1225,Athletics
1988,13721,Silver,1225,Athletics
1988,13722,Silver,1225,Athletics
1988,13723,Silver,1225,Athletics
1988,13724,Bronze,1225,Athletics
1988,13725,Bronze,1225,Athletics
1988,13693,Bronze,1225,Athletics
1988,13726,Bronze,1225,Athletics
1988,13692,Gold,1225,Athletics
1988,13698,Gold,1225,Athletics
1988,13691,Gold,1225,Athletics
1988,13727,Gold,1225,Athletics
1988,12488,Silver,1225,Athletics
1988,13728,Silver,1225,Athletics
1988,12489,Silver,1225,Athletics
1988,13729,Silver,1225,Athletics
1988,13730,Bronze,1324,Athletics
1988,13731,Gold,1324,Athletics
1988,13732,Silver,1324,Athletics
1988,11473,Bronze,5869,Athletics
1988,13733,Gold,5869,Athletics
1988,13683,Silver,5869,Athletics
1988,12539,Bronze,24,Athletics
1988,13734,Gold,24,Athletics
1988,12544,Silver,24,Athletics
1988,12546,Bronze,24,Athletics
1988,13735,Gold,24,Athletics
1988,13736,Silver,24,Athletics
1988,13737,Bronze,780,Athletics
1988,13738,Gold,780,Athletics
1988,13739,Silver,780,Athletics
1988,12549,Bronze,27,Athletics
1988,13740,Gold,27,Athletics
1988,13741,Silver,27,Athletics
1988,13742,Bronze,27,Athletics
1988,13743,Gold,27,Athletics
1988,13744,Silver,27,Athletics
1988,11485,Bronze,277,Athletics
1988,11486,Gold,277,Athletics
1988,10494,Silver,277,Athletics
1988,13745,Bronze,16912,Athletics
1988,12558,Gold,16912,Athletics
1988,13746,Silver,16912,Athletics
1988,13747,Bronze,30,Athletics
1988,12561,Bronze,30,Athletics
1988,13748,Gold,30,Athletics
1988,13749,Silver,30,Athletics
1988,13750,Bronze,30,Athletics
1988,13751,Gold,30,Athletics
1988,13752,Silver,30,Athletics
1988,13753,Bronze,1259,Athletics
1988,13754,Gold,1259,Athletics
1988,13755,Silver,1259,Athletics
1988,13756,Bronze,1259,Athletics
1988,13757,Gold,1259,Athletics
1988,12566,Silver,1259,Athletics
1988,13758,Bronze,33,Athletics
1988,12470,Gold,33,Athletics
1988,13759,Silver,33,Athletics
1988,13760,Bronze,33,Athletics
1988,12558,Gold,33,Athletics
1988,13667,Silver,33,Athletics
1988,13761,Bronze,36,Athletics
1988,13762,Gold,36,Athletics
1988,13763,Silver,36,Athletics
1988,13764,Bronze,36,Athletics
1988,12576,Gold,36,Athletics
1988,13765,Silver,36,Athletics
1988,13766,Bronze,39,Athletics
1988,13767,Gold,39,Athletics
1988,13768,Silver,39,Athletics
1988,13769,Bronze,43,Athletics
1988,13770,Gold,43,Athletics
1988,13771,Silver,43,Athletics
1988,13772,Bronze,43,Athletics
1988,13773,Gold,43,Athletics
1988,13774,Silver,43,Athletics
1988,13775,Bronze,46,Athletics
1988,13776,Gold,46,Athletics
1988,13777,Silver,46,Athletics
1988,13778,Bronze,6538,Basketball
1988,13779,Bronze,6538,Basketball
1988,13780,Bronze,6538,Basketball
1988,13781,Bronze,6538,Basketball
1988,13782,Bronze,6538,Basketball
1988,13783,Bronze,6538,Basketball
1988,13784,Bronze,6538,Basketball
1988,13785,Bronze,6538,Basketball
1988,13786,Bronze,6538,Basketball
1988,13787,Bronze,6538,Basketball
1988,13788,Bronze,6538,Basketball
1988,13789,Bronze,6538,Basketball
1988,11515,Gold,6538,Basketball
1988,13790,Gold,6538,Basketball
1988,13791,Gold,6538,Basketball
1988,13792,Gold,6538,Basketball
1988,13793,Gold,6538,Basketball
1988,13794,Gold,6538,Basketball
1988,13795,Gold,6538,Basketball
1988,13796,Gold,6538,Basketball
1988,13797,Gold,6538,Basketball
1988,11520,Gold,6538,Basketball
1988,13798,Gold,6538,Basketball
1988,13799,Gold,6538,Basketball
1988,13800,Silver,6538,Basketball
1988,13801,Silver,6538,Basketball
1988,13802,Silver,6538,Basketball
1988,13803,Silver,6538,Basketball
1988,13804,Silver,6538,Basketball
1988,13805,Silver,6538,Basketball
1988,13806,Silver,6538,Basketball
1988,12595,Silver,6538,Basketball
1988,13807,Silver,6538,Basketball
1988,13808,Silver,6538,Basketball
1988,13809,Silver,6538,Basketball
1988,13810,Silver,6538,Basketball
1988,13811,Bronze,6538,Basketball
1988,13812,Bronze,6538,Basketball
1988,13813,Bronze,6538,Basketball
1988,13814,Bronze,6538,Basketball
1988,13815,Bronze,6538,Basketball
1988,13816,Bronze,6538,Basketball
1988,13817,Bronze,6538,Basketball
1988,13818,Bronze,6538,Basketball
1988,13819,Bronze,6538,Basketball
1988,13820,Bronze,6538,Basketball
1988,13821,Bronze,6538,Basketball
1988,13822,Bronze,6538,Basketball
1988,13823,Gold,6538,Basketball
1988,13824,Gold,6538,Basketball
1988,13825,Gold,6538,Basketball
1988,12637,Gold,6538,Basketball
1988,12638,Gold,6538,Basketball
1988,13826,Gold,6538,Basketball
1988,13827,Gold,6538,Basketball
1988,13828,Gold,6538,Basketball
1988,13829,Gold,6538,Basketball
1988,13830,Gold,6538,Basketball
1988,13831,Gold,6538,Basketball
1988,13832,Gold,6538,Basketball
1988,13833,Silver,6538,Basketball
1988,13834,Silver,6538,Basketball
1988,13835,Silver,6538,Basketball
1988,13836,Silver,6538,Basketball
1988,13837,Silver,6538,Basketball
1988,13838,Silver,6538,Basketball
1988,13839,Silver,6538,Basketball
1988,13840,Silver,6538,Basketball
1988,13841,Silver,6538,Basketball
1988,13842,Silver,6538,Basketball
1988,13843,Silver,6538,Basketball
1988,13844,Silver,6538,Basketball
1988,13845,Bronze,12033,Boxing
1988,13846,Bronze,12033,Boxing
1988,13847,Gold,12033,Boxing
1988,13848,Silver,12033,Boxing
1988,13849,Bronze,17028,Boxing
1988,13850,Bronze,17028,Boxing
1988,13851,Gold,17028,Boxing
1988,13852,Silver,17028,Boxing
1988,13853,Bronze,12041,Boxing
1988,13854,Bronze,12041,Boxing
1988,13855,Gold,12041,Boxing
1988,13856,Silver,12041,Boxing
1988,13857,Bronze,7468,Boxing
1988,13858,Bronze,7468,Boxing
1988,13859,Gold,7468,Boxing
1988,13860,Silver,7468,Boxing
1988,13861,Bronze,8293,Boxing
1988,13862,Bronze,8293,Boxing
1988,13863,Gold,8293,Boxing
1988,13864,Silver,8293,Boxing
1988,13865,Bronze,8297,Boxing
1988,13866,Bronze,8297,Boxing
1988,13867,Gold,8297,Boxing
1988,13868,Silver,8297,Boxing
1988,13869,Bronze,8301,Boxing
1988,13870,Bronze,8301,Boxing
1988,13871,Gold,8301,Boxing
1988,13872,Silver,8301,Boxing
1988,13873,Bronze,8305,Boxing
1988,13874,Bronze,8305,Boxing
1988,13875,Gold,8305,Boxing
1988,13876,Silver,8305,Boxing
1988,13877,Bronze,8309,Boxing
1988,13878,Bronze,8309,Boxing
1988,13879,Gold,8309,Boxing
1988,13880,Silver,8309,Boxing
1988,13881,Bronze,8313,Boxing
1988,13882,Bronze,8313,Boxing
1988,13883,Gold,8313,Boxing
1988,13884,Silver,8313,Boxing
1988,13885,Bronze,8317,Boxing
1988,13886,Bronze,8317,Boxing
1988,13887,Gold,8317,Boxing
1988,13888,Silver,8317,Boxing
1988,13889,Bronze,17068,Boxing
1988,12704,Bronze,17068,Boxing
1988,13890,Gold,17068,Boxing
1988,13891,Silver,17068,Boxing
1988,13892,Bronze,6596,Canoe / Kayak F
1988,13893,Gold,6596,Canoe / Kayak F
1988,13894,Silver,6596,Canoe / Kayak F
1988,13895,Bronze,14332,Canoe / Kayak F
1988,11597,Gold,14332,Canoe / Kayak F
1988,13896,Silver,14332,Canoe / Kayak F
1988,13897,Bronze,6605,Canoe / Kayak F
1988,13898,Bronze,6605,Canoe / Kayak F
1988,13899,Gold,6605,Canoe / Kayak F
1988,13900,Gold,6605,Canoe / Kayak F
1988,11597,Silver,6605,Canoe / Kayak F
1988,13901,Silver,6605,Canoe / Kayak F
1988,13902,Bronze,14341,Canoe / Kayak F
1988,13903,Bronze,14341,Canoe / Kayak F
1988,13899,Gold,14341,Canoe / Kayak F
1988,13900,Gold,14341,Canoe / Kayak F
1988,13897,Silver,14341,Canoe / Kayak F
1988,13898,Silver,14341,Canoe / Kayak F
1988,13904,Bronze,6623,Canoe / Kayak F
1988,12716,Gold,6623,Canoe / Kayak F
1988,13905,Silver,6623,Canoe / Kayak F
1988,12730,Bronze,7510,Canoe / Kayak F
1988,13906,Gold,7510,Canoe / Kayak F
1988,13907,Silver,7510,Canoe / Kayak F
1988,13908,Bronze,7510,Canoe / Kayak F
1988,13909,Gold,7510,Canoe / Kayak F
1988,11610,Silver,7510,Canoe / Kayak F
1988,13910,Bronze,6632,Canoe / Kayak F
1988,13911,Bronze,6632,Canoe / Kayak F
1988,12716,Gold,6632,Canoe / Kayak F
1988,13912,Gold,6632,Canoe / Kayak F
1988,12720,Silver,6632,Canoe / Kayak F
1988,12730,Silver,6632,Canoe / Kayak F
1988,13913,Bronze,10159,Canoe / Kayak F
1988,13914,Bronze,10159,Canoe / Kayak F
1988,12720,Gold,10159,Canoe / Kayak F
1988,12730,Gold,10159,Canoe / Kayak F
1988,13915,Silver,10159,Canoe / Kayak F
1988,13916,Silver,10159,Canoe / Kayak F
1988,13917,Bronze,10159,Canoe / Kayak F
1988,12722,Bronze,10159,Canoe / Kayak F
1988,11610,Gold,10159,Canoe / Kayak F
1988,13918,Gold,10159,Canoe / Kayak F
1988,13909,Silver,10159,Canoe / Kayak F
1988,13919,Silver,10159,Canoe / Kayak F
1988,13920,Bronze,11058,Canoe / Kayak F
1988,13921,Bronze,11058,Canoe / Kayak F
1988,13907,Bronze,11058,Canoe / Kayak F
1988,13904,Bronze,11058,Canoe / Kayak F
1988,13913,Gold,11058,Canoe / Kayak F
1988,13914,Gold,11058,Canoe / Kayak F
1988,13906,Gold,11058,Canoe / Kayak F
1988,13922,Gold,11058,Canoe / Kayak F
1988,13915,Silver,11058,Canoe / Kayak F
1988,13923,Silver,11058,Canoe / Kayak F
1988,13924,Silver,11058,Canoe / Kayak F
1988,13916,Silver,11058,Canoe / Kayak F
1988,13909,Bronze,17129,Canoe / Kayak F
1988,13925,Bronze,17129,Canoe / Kayak F
1988,13919,Bronze,17129,Canoe / Kayak F
1988,13926,Bronze,17129,Canoe / Kayak F
1988,11610,Gold,17129,Canoe / Kayak F
1988,13918,Gold,17129,Canoe / Kayak F
1988,13927,Gold,17129,Canoe / Kayak F
1988,13928,Gold,17129,Canoe / Kayak F
1988,13929,Silver,17129,Canoe / Kayak F
1988,13930,Silver,17129,Canoe / Kayak F
1988,13931,Silver,17129,Canoe / Kayak F
1988,11614,Silver,17129,Canoe / Kayak F
1988,13932,Bronze,49,Cycling Road
1988,11639,Gold,49,Cycling Road
1988,13933,Silver,49,Cycling Road
1988,13934,Bronze,49,Cycling Road
1988,13935,Gold,49,Cycling Road
1988,13936,Silver,49,Cycling Road
1988,13937,Bronze,2146,Cycling Road
1988,13938,Bronze,2146,Cycling Road
1988,10278,Bronze,2146,Cycling Road
1988,13939,Bronze,2146,Cycling Road
1988,13940,Gold,2146,Cycling Road
1988,13941,Gold,2146,Cycling Road
1988,13942,Gold,2146,Cycling Road
1988,13943,Gold,2146,Cycling Road
1988,13944,Silver,2146,Cycling Road
1988,13945,Silver,2146,Cycling Road
1988,13946,Silver,2146,Cycling Road
1988,13947,Silver,2146,Cycling Road
1988,13948,Bronze,59,Cycling Track
