year,aid,medal,eid,dname
1960,7694,Gold,6605,Canoe / Kayak F
1960,7695,Silver,6605,Canoe / Kayak F
1960,7696,Silver,6605,Canoe / Kayak F
1960,5739,Bronze,6623,Canoe / Kayak F
1960,7697,Gold,6623,Canoe / Kayak F
1960,7698,Silver,6623,Canoe / Kayak F
1960,7697,Bronze,10138,Canoe / Kayak F
1960,7699,Bronze,10138,Canoe / Kayak F
1960,7700,Bronze,10138,Canoe / Kayak F
1960,7701,Bronze,10138,Canoe / Kayak F
1960,7702,Gold,10138,Canoe / Kayak F
1960,7703,Gold,10138,Canoe / Kayak F
1960,7704,Gold,10138,Canoe / Kayak F
1960,7705,Gold,10138,Canoe / Kayak F
1960,7706,Silver,10138,Canoe / Kayak F
1960,7707,Silver,10138,Canoe / Kayak F
1960,7708,Silver,10138,Canoe / Kayak F
1960,7698,Silver,10138,Canoe / Kayak F
1960,7709,Bronze,7510,Canoe / Kayak F
1960,7710,Gold,7510,Canoe / Kayak F
1960,7050,Silver,7510,Canoe / Kayak F
1960,7711,Bronze,6632,Canoe / Kayak F
1960,7712,Bronze,6632,Canoe / Kayak F
1960,5739,Gold,6632,Canoe / Kayak F
1960,7713,Gold,6632,Canoe / Kayak F
1960,7707,Silver,6632,Canoe / Kayak F
1960,7708,Silver,6632,Canoe / Kayak F
1960,7714,Bronze,10159,Canoe / Kayak F
1960,7715,Bronze,10159,Canoe / Kayak F
1960,7710,Gold,10159,Canoe / Kayak F
1960,7716,Gold,10159,Canoe / Kayak F
1960,7717,Silver,10159,Canoe / Kayak F
1960,7050,Silver,10159,Canoe / Kayak F
1960,7718,Bronze,49,Cycling Road
1960,7719,Gold,49,Cycling Road
1960,7720,Silver,49,Cycling Road
1960,7719,Bronze,2146,Cycling Road
1960,7721,Bronze,2146,Cycling Road
1960,7722,Bronze,2146,Cycling Road
1960,7723,Bronze,2146,Cycling Road
1960,7724,Gold,2146,Cycling Road
1960,7725,Gold,2146,Cycling Road
1960,7726,Gold,2146,Cycling Road
1960,7720,Gold,2146,Cycling Road
1960,7727,Silver,2146,Cycling Road
1960,7728,Silver,2146,Cycling Road
1960,7729,Silver,2146,Cycling Road
1960,7064,Silver,2146,Cycling Road
1960,7730,Bronze,59,Cycling Track
1960,7731,Gold,59,Cycling Track
1960,7732,Silver,59,Cycling Track
1960,7733,Bronze,1315,Cycling Track
1960,7734,Bronze,1315,Cycling Track
1960,7735,Gold,1315,Cycling Track
1960,7736,Gold,1315,Cycling Track
1960,7737,Silver,1315,Cycling Track
1960,7738,Silver,1315,Cycling Track
1960,7084,Bronze,62,Cycling Track
1960,7731,Gold,62,Cycling Track
1960,7739,Silver,62,Cycling Track
1960,7740,Bronze,3158,Cycling Track
1960,7741,Bronze,3158,Cycling Track
1960,7742,Bronze,3158,Cycling Track
1960,7743,Bronze,3158,Cycling Track
1960,7744,Gold,3158,Cycling Track
1960,7745,Gold,3158,Cycling Track
1960,7746,Gold,3158,Cycling Track
1960,7747,Gold,3158,Cycling Track
1960,7748,Silver,3158,Cycling Track
1960,7749,Silver,3158,Cycling Track
1960,7750,Silver,3158,Cycling Track
1960,7751,Silver,3158,Cycling Track
1960,7752,Bronze,352,Dressage
1960,7753,Gold,352,Dressage
1960,6462,Silver,352,Dressage
1960,7754,Bronze,352,Eventing
1960,7755,Gold,352,Eventing
1960,7756,Silver,352,Eventing
1960,7757,Bronze,938,Eventing
1960,7758,Bronze,938,Eventing
1960,6467,Bronze,938,Eventing
1960,7756,Gold,938,Eventing
1960,7755,Gold,938,Eventing
1960,7759,Gold,938,Eventing
1960,7754,Silver,938,Eventing
1960,7760,Silver,938,Eventing
1960,7761,Silver,938,Eventing
1960,7762,Bronze,352,Jumping
1960,7105,Gold,352,Jumping
1960,7103,Silver,352,Jumping
1960,7103,Bronze,938,Jumping
1960,7105,Bronze,938,Jumping
1960,7763,Bronze,938,Jumping
1960,7764,Gold,938,Jumping
1960,6459,Gold,938,Jumping
1960,7104,Gold,938,Jumping
1960,7765,Silver,938,Jumping
1960,7766,Silver,938,Jumping
1960,6478,Silver,938,Jumping
1960,7767,Bronze,358,Fencing
1960,6490,Gold,358,Fencing
1960,7768,Silver,358,Fencing
1960,7769,Bronze,1333,Fencing
1960,7770,Bronze,1333,Fencing
1960,7767,Bronze,1333,Fencing
1960,7771,Bronze,1333,Fencing
1960,7772,Bronze,1333,Fencing
1960,6490,Gold,1333,Fencing
1960,5104,Gold,1333,Fencing
1960,5824,Gold,1333,Fencing
1960,6491,Gold,1333,Fencing
1960,7118,Gold,1333,Fencing
1960,7773,Gold,1333,Fencing
1960,7774,Silver,1333,Fencing
1960,7775,Silver,1333,Fencing
1960,7776,Silver,1333,Fencing
1960,7777,Silver,1333,Fencing
1960,7768,Silver,1333,Fencing
1960,7778,Silver,1333,Fencing
1960,7779,Bronze,65,Fencing
1960,7780,Gold,65,Fencing
1960,7781,Silver,65,Fencing
1960,7782,Bronze,65,Fencing
1960,7783,Gold,65,Fencing
1960,7784,Silver,65,Fencing
1960,7785,Bronze,865,Fencing
1960,7786,Bronze,865,Fencing
1960,7787,Bronze,865,Fencing
1960,7788,Bronze,865,Fencing
1960,7789,Gold,865,Fencing
1960,7790,Gold,865,Fencing
1960,7781,Gold,865,Fencing
1960,7791,Gold,865,Fencing
1960,7780,Gold,865,Fencing
1960,7792,Silver,865,Fencing
1960,7130,Silver,865,Fencing
1960,7793,Silver,865,Fencing
1960,5104,Silver,865,Fencing
1960,7118,Silver,865,Fencing
1960,6495,Bronze,865,Fencing
1960,7794,Bronze,865,Fencing
1960,7795,Bronze,865,Fencing
1960,7796,Bronze,865,Fencing
1960,7797,Bronze,865,Fencing
1960,7798,Gold,865,Fencing
1960,7799,Gold,865,Fencing
1960,7800,Gold,865,Fencing
1960,7784,Gold,865,Fencing
1960,7801,Gold,865,Fencing
1960,7802,Gold,865,Fencing
1960,7803,Silver,865,Fencing
1960,7804,Silver,865,Fencing
1960,7805,Silver,865,Fencing
1960,7806,Silver,865,Fencing
1960,7807,Silver,865,Fencing
1960,7808,Bronze,70,Fencing
1960,5846,Gold,70,Fencing
1960,7809,Silver,70,Fencing
1960,7810,Bronze,1349,Fencing
1960,7808,Bronze,1349,Fencing
1960,7811,Bronze,1349,Fencing
1960,2556,Bronze,1349,Fencing
1960,7812,Bronze,1349,Fencing
1960,7813,Gold,1349,Fencing
1960,4578,Gold,1349,Fencing
1960,7809,Gold,1349,Fencing
1960,5846,Gold,1349,Fencing
1960,5124,Gold,1349,Fencing
1960,7814,Gold,1349,Fencing
1960,7144,Silver,1349,Fencing
1960,7815,Silver,1349,Fencing
1960,7136,Silver,1349,Fencing
1960,7146,Silver,1349,Fencing
1960,7147,Silver,1349,Fencing
1960,7148,Silver,1349,Fencing
1960,7816,Bronze,379,Football
1960,6525,Bronze,379,Football
1960,7817,Bronze,379,Football
1960,7818,Bronze,379,Football
1960,7819,Bronze,379,Football
1960,7820,Bronze,379,Football
1960,7821,Bronze,379,Football
1960,7822,Bronze,379,Football
1960,7823,Bronze,379,Football
1960,7824,Bronze,379,Football
1960,7825,Bronze,379,Football
1960,7826,Bronze,379,Football
1960,7827,Bronze,379,Football
1960,7828,Bronze,379,Football
1960,7829,Bronze,379,Football
1960,7830,Bronze,379,Football
1960,7831,Bronze,379,Football
1960,7832,Gold,379,Football
1960,7833,Gold,379,Football
1960,7834,Gold,379,Football
1960,7835,Gold,379,Football
1960,7836,Gold,379,Football
1960,7837,Gold,379,Football
1960,7838,Gold,379,Football
1960,7839,Gold,379,Football
1960,7840,Gold,379,Football
1960,7841,Gold,379,Football
1960,7842,Gold,379,Football
1960,7843,Gold,379,Football
1960,7844,Gold,379,Football
1960,7845,Gold,379,Football
1960,7194,Gold,379,Football
1960,7846,Gold,379,Football
1960,7847,Silver,379,Football
1960,7848,Silver,379,Football
1960,7849,Silver,379,Football
1960,7850,Silver,379,Football
1960,7851,Silver,379,Football
1960,7852,Silver,379,Football
1960,7853,Silver,379,Football
1960,7854,Silver,379,Football
1960,7855,Silver,379,Football
1960,7856,Silver,379,Football
1960,7857,Silver,379,Football
1960,7858,Silver,379,Football
1960,7200,Bronze,8536,Artistic G.
1960,6572,Gold,8536,Artistic G.
1960,7198,Silver,8536,Artistic G.
1960,7859,Bronze,6066,Artistic G.
1960,7196,Gold,6066,Artistic G.
1960,7199,Silver,6066,Artistic G.
1960,7860,Bronze,6066,Artistic G.
1960,7198,Gold,6066,Artistic G.
1960,7216,Silver,6066,Artistic G.
1960,7202,Bronze,73,Artistic G.
1960,6592,Gold,73,Artistic G.
1960,6593,Silver,73,Artistic G.
1960,7199,Bronze,420,Artistic G.
1960,7202,Gold,420,Artistic G.
1960,6592,Silver,420,Artistic G.
1960,7216,Bronze,420,Artistic G.
1960,7198,Gold,420,Artistic G.
1960,7200,Silver,420,Artistic G.
1960,6592,Bronze,75,Artistic G.
1960,7202,Gold,75,Artistic G.
1960,7861,Silver,75,Artistic G.
1960,7862,Bronze,77,Artistic G.
1960,7863,Gold,77,Artistic G.
1960,7202,Gold,77,Artistic G.
1960,7864,Bronze,79,Artistic G.
1960,6592,Bronze,79,Artistic G.
1960,7203,Gold,79,Artistic G.
1960,7202,Silver,79,Artistic G.
1960,7861,Bronze,985,Artistic G.
1960,7865,Bronze,985,Artistic G.
1960,7866,Bronze,985,Artistic G.
1960,7859,Bronze,985,Artistic G.
1960,7867,Bronze,985,Artistic G.
1960,7868,Bronze,985,Artistic G.
1960,7196,Gold,985,Artistic G.
1960,7869,Gold,985,Artistic G.
1960,7870,Gold,985,Artistic G.
1960,6592,Gold,985,Artistic G.
1960,6593,Gold,985,Artistic G.
1960,7862,Gold,985,Artistic G.
1960,7203,Silver,985,Artistic G.
1960,7871,Silver,985,Artistic G.
1960,7872,Silver,985,Artistic G.
1960,7873,Silver,985,Artistic G.
1960,7202,Silver,985,Artistic G.
1960,7199,Silver,985,Artistic G.
1960,7874,Bronze,985,Artistic G.
1960,7212,Bronze,985,Artistic G.
1960,7197,Bronze,985,Artistic G.
1960,7213,Bronze,985,Artistic G.
1960,7875,Bronze,985,Artistic G.
1960,7215,Bronze,985,Artistic G.
1960,7216,Gold,985,Artistic G.
1960,7218,Gold,985,Artistic G.
1960,7198,Gold,985,Artistic G.
1960,7860,Gold,985,Artistic G.
1960,7200,Gold,985,Artistic G.
1960,7876,Gold,985,Artistic G.
1960,7877,Silver,985,Artistic G.
1960,7878,Silver,985,Artistic G.
1960,6570,Silver,985,Artistic G.
1960,7879,Silver,985,Artistic G.
1960,7880,Silver,985,Artistic G.
1960,6572,Silver,985,Artistic G.
1960,7860,Bronze,8636,Artistic G.
1960,7216,Gold,8636,Artistic G.
1960,7198,Silver,8636,Artistic G.
1960,7873,Bronze,115,Artistic G.
1960,6592,Gold,115,Artistic G.
1960,7202,Gold,115,Artistic G.
1960,7198,Bronze,115,Artistic G.
1960,7876,Gold,115,Artistic G.
1960,7200,Silver,115,Artistic G.
1960,7881,Bronze,1513,Hockey
1960,7882,Bronze,1513,Hockey
1960,7883,Bronze,1513,Hockey
1960,7884,Bronze,1513,Hockey
1960,7885,Bronze,1513,Hockey
1960,7886,Bronze,1513,Hockey
1960,7887,Bronze,1513,Hockey
1960,7888,Bronze,1513,Hockey
1960,7889,Bronze,1513,Hockey
1960,7890,Bronze,1513,Hockey
1960,7891,Bronze,1513,Hockey
1960,7892,Bronze,1513,Hockey
1960,7893,Bronze,1513,Hockey
1960,7894,Bronze,1513,Hockey
1960,7250,Gold,1513,Hockey
1960,7895,Gold,1513,Hockey
1960,7896,Gold,1513,Hockey
1960,7897,Gold,1513,Hockey
1960,7252,Gold,1513,Hockey
1960,7254,Gold,1513,Hockey
1960,7898,Gold,1513,Hockey
1960,7255,Gold,1513,Hockey
1960,7256,Gold,1513,Hockey
1960,7899,Gold,1513,Hockey
1960,7258,Gold,1513,Hockey
1960,7259,Gold,1513,Hockey
1960,7260,Gold,1513,Hockey
1960,7900,Silver,1513,Hockey
1960,5949,Silver,1513,Hockey
1960,7901,Silver,1513,Hockey
1960,7902,Silver,1513,Hockey
1960,7242,Silver,1513,Hockey
1960,7903,Silver,1513,Hockey
1960,7904,Silver,1513,Hockey
1960,7244,Silver,1513,Hockey
1960,6612,Silver,1513,Hockey
1960,7905,Silver,1513,Hockey
1960,7906,Silver,1513,Hockey
1960,7907,Silver,1513,Hockey
1960,7908,Silver,1513,Hockey
1960,7909,Bronze,2475,Modern Pentath.
1960,7910,Gold,2475,Modern Pentath.
1960,7911,Silver,2475,Modern Pentath.
1960,7909,Bronze,8687,Modern Pentath.
1960,7268,Bronze,8687,Modern Pentath.
1960,7269,Bronze,8687,Modern Pentath.
1960,7912,Gold,8687,Modern Pentath.
1960,7911,Gold,8687,Modern Pentath.
1960,7910,Gold,8687,Modern Pentath.
1960,7265,Silver,8687,Modern Pentath.
1960,7913,Silver,8687,Modern Pentath.
1960,7914,Silver,8687,Modern Pentath.
1960,7319,Bronze,1035,Rowing
1960,7321,Bronze,1035,Rowing
1960,7915,Gold,1035,Rowing
1960,7916,Gold,1035,Rowing
1960,7270,Silver,1035,Rowing
1960,7271,Silver,1035,Rowing
1960,7917,Bronze,1041,Rowing
1960,7918,Bronze,1041,Rowing
1960,7919,Gold,1041,Rowing
1960,7920,Gold,1041,Rowing
1960,7277,Silver,1041,Rowing
1960,6700,Silver,1041,Rowing
1960,7921,Bronze,435,Rowing
1960,6681,Bronze,435,Rowing
1960,7922,Bronze,435,Rowing
1960,7923,Bronze,435,Rowing
1960,6683,Bronze,435,Rowing
1960,7924,Bronze,435,Rowing
1960,7925,Bronze,435,Rowing
1960,7926,Bronze,435,Rowing
1960,7927,Bronze,435,Rowing
1960,7928,Gold,435,Rowing
1960,7929,Gold,435,Rowing
1960,7930,Gold,435,Rowing
1960,7931,Gold,435,Rowing
1960,7932,Gold,435,Rowing
1960,7933,Gold,435,Rowing
1960,7934,Gold,435,Rowing
1960,7935,Gold,435,Rowing
1960,7339,Gold,435,Rowing
1960,7310,Silver,435,Rowing
1960,7936,Silver,435,Rowing
1960,7311,Silver,435,Rowing
1960,7937,Silver,435,Rowing
1960,7938,Silver,435,Rowing
1960,7312,Silver,435,Rowing
1960,7302,Silver,435,Rowing
1960,7313,Silver,435,Rowing
1960,7939,Silver,435,Rowing
1960,7940,Bronze,1065,Rowing
1960,7941,Bronze,1065,Rowing
1960,7942,Bronze,1065,Rowing
1960,7943,Bronze,1065,Rowing
1960,7334,Gold,1065,Rowing
1960,7944,Gold,1065,Rowing
1960,7945,Gold,1065,Rowing
1960,7296,Gold,1065,Rowing
1960,7946,Silver,1065,Rowing
1960,7947,Silver,1065,Rowing
1960,7948,Silver,1065,Rowing
1960,7949,Silver,1065,Rowing
1960,7950,Bronze,462,Rowing
1960,7323,Bronze,462,Rowing
1960,7324,Bronze,462,Rowing
1960,7325,Bronze,462,Rowing
1960,7951,Bronze,462,Rowing
1960,7952,Gold,462,Rowing
1960,7953,Gold,462,Rowing
1960,7954,Gold,462,Rowing
1960,7955,Gold,462,Rowing
1960,7956,Gold,462,Rowing
1960,7957,Silver,462,Rowing
1960,7958,Silver,462,Rowing
1960,7959,Silver,462,Rowing
1960,7960,Silver,462,Rowing
1960,7961,Silver,462,Rowing
1960,7962,Bronze,491,Rowing
1960,7335,Bronze,491,Rowing
1960,7963,Bronze,491,Rowing
1960,7964,Gold,491,Rowing
1960,7965,Gold,491,Rowing
1960,7966,Gold,491,Rowing
1960,7967,Silver,491,Rowing
1960,7968,Silver,491,Rowing
1960,7969,Silver,491,Rowing
1960,6699,Bronze,500,Rowing
1960,7341,Gold,500,Rowing
1960,7970,Silver,500,Rowing
1960,7971,Bronze,8774,Sailing
1960,7972,Bronze,8774,Sailing
1960,7973,Bronze,8774,Sailing
1960,7974,Gold,8774,Sailing
1960,7975,Gold,8774,Sailing
1960,7976,Gold,8774,Sailing
1960,6076,Silver,8774,Sailing
1960,7977,Silver,8774,Sailing
1960,7978,Silver,8774,Sailing
1960,7979,Bronze,7917,Sailing
1960,7980,Bronze,7917,Sailing
1960,7981,Bronze,7917,Sailing
1960,7982,Gold,7917,Sailing
1960,7983,Gold,7917,Sailing
1960,7984,Gold,7917,Sailing
1960,7985,Silver,7917,Sailing
1960,7986,Silver,7917,Sailing
1960,7987,Silver,7917,Sailing
1960,7988,Bronze,10573,Sailing
1960,7989,Bronze,10573,Sailing
1960,7990,Gold,10573,Sailing
1960,7991,Gold,10573,Sailing
1960,7992,Silver,10573,Sailing
1960,7993,Silver,10573,Sailing
1960,7367,Bronze,8809,Sailing
1960,6084,Gold,8809,Sailing
1960,7994,Silver,8809,Sailing
1960,7995,Bronze,6261,Sailing
1960,7996,Bronze,6261,Sailing
1960,7997,Gold,6261,Sailing
1960,7998,Gold,6261,Sailing
1960,7999,Silver,6261,Sailing
1960,8000,Silver,6261,Sailing
1960,8001,Bronze,121,Shooting
1960,8002,Gold,121,Shooting
1960,7379,Silver,121,Shooting
1960,7376,Bronze,1750,Shooting
1960,8003,Gold,1750,Shooting
1960,8004,Silver,1750,Shooting
1960,8005,Bronze,124,Shooting
1960,8006,Gold,124,Shooting
1960,7380,Silver,124,Shooting
1960,8007,Bronze,8830,Shooting
1960,8008,Gold,8830,Shooting
1960,8009,Silver,8830,Shooting
1960,8010,Bronze,1768,Shooting
1960,8011,Gold,1768,Shooting
1960,8012,Silver,1768,Shooting
1960,8013,Bronze,625,Shooting
1960,8014,Gold,625,Shooting
1960,7386,Silver,625,Shooting
1960,8015,Bronze,7953,Weightlifting
1960,7388,Gold,7953,Weightlifting
1960,8016,Silver,7953,Weightlifting
1960,6112,Bronze,8842,Weightlifting
1960,8017,Gold,8842,Weightlifting
1960,6763,Silver,8842,Weightlifting
1960,8018,Bronze,7959,Weightlifting
1960,7394,Gold,7959,Weightlifting
1960,7393,Silver,7959,Weightlifting
1960,8019,Bronze,5667,Weightlifting
1960,8020,Gold,5667,Weightlifting
1960,8021,Silver,5667,Weightlifting
1960,8022,Bronze,5670,Weightlifting
1960,8023,Gold,5670,Weightlifting
1960,6767,Silver,5670,Weightlifting
1960,8024,Bronze,5673,Weightlifting
1960,8025,Gold,5673,Weightlifting
1960,7400,Silver,5673,Weightlifting
1960,8026,Bronze,8857,Weightlifting
1960,6770,Gold,8857,Weightlifting
1960,6771,Silver,8857,Weightlifting
1960,8027,Bronze,7971,Wrestling Free.
1960,8028,Gold,7971,Wrestling Free.
1960,8029,Silver,7971,Wrestling Free.
1960,8030,Bronze,4969,Wrestling Free.
1960,7431,Gold,4969,Wrestling Free.
1960,7408,Silver,4969,Wrestling Free.
1960,8031,Bronze,7977,Wrestling Free.
1960,8032,Gold,7977,Wrestling Free.
1960,8033,Silver,7977,Wrestling Free.
1960,8034,Bronze,7980,Wrestling Free.
1960,7411,Gold,7980,Wrestling Free.
1960,8035,Silver,7980,Wrestling Free.
1960,8036,Bronze,7983,Wrestling Free.
1960,8037,Gold,7983,Wrestling Free.
1960,8038,Silver,7983,Wrestling Free.
1960,8039,Bronze,7986,Wrestling Free.
1960,8040,Gold,7986,Wrestling Free.
1960,8041,Silver,7986,Wrestling Free.
1960,8042,Bronze,7989,Wrestling Free.
1960,8043,Gold,7989,Wrestling Free.
1960,7422,Silver,7989,Wrestling Free.
1960,8044,Bronze,4984,Wrestling Free.
1960,8045,Gold,4984,Wrestling Free.
1960,6792,Silver,4984,Wrestling Free.
1960,8046,Bronze,7971,Wrestling Gre-R
1960,8047,Gold,7971,Wrestling Gre-R
1960,8048,Silver,7971,Wrestling Gre-R
1960,8049,Bronze,6312,Wrestling Gre-R
1960,8050,Gold,6312,Wrestling Gre-R
1960,7431,Silver,6312,Wrestling Gre-R
1960,8051,Bronze,7977,Wrestling Gre-R
1960,8052,Gold,7977,Wrestling Gre-R
1960,8053,Silver,7977,Wrestling Gre-R
1960,7433,Bronze,8004,Wrestling Gre-R
1960,8054,Gold,8004,Wrestling Gre-R
1960,6806,Silver,8004,Wrestling Gre-R
1960,6159,Bronze,8007,Wrestling Gre-R
1960,8055,Gold,8007,Wrestling Gre-R
1960,8056,Silver,8007,Wrestling Gre-R
1960,8057,Bronze,7986,Wrestling Gre-R
1960,7440,Gold,7986,Wrestling Gre-R
1960,8058,Silver,7986,Wrestling Gre-R
1960,8059,Bronze,7989,Wrestling Gre-R
1960,7444,Gold,7989,Wrestling Gre-R
1960,8060,Silver,7989,Wrestling Gre-R
1960,7443,Bronze,4984,Wrestling Gre-R
1960,8061,Gold,4984,Wrestling Gre-R
1960,8062,Silver,4984,Wrestling Gre-R
1964,8063,Bronze,664,Diving
1964,7448,Gold,664,Diving
1964,8064,Silver,664,Diving
1964,8065,Bronze,664,Diving
1964,8066,Gold,664,Diving
1964,7450,Silver,664,Diving
1964,8067,Bronze,1137,Diving
1964,8068,Gold,1137,Diving
1964,8069,Silver,1137,Diving
1964,8070,Bronze,1137,Diving
1964,7450,Gold,1137,Diving
1964,8071,Silver,1137,Diving
1964,8072,Bronze,671,Swimming
1964,8073,Gold,671,Swimming
1964,8074,Silver,671,Swimming
1964,8075,Bronze,8926,Swimming
1964,8076,Gold,8926,Swimming
1964,8077,Silver,8926,Swimming
1964,8078,Bronze,1,Swimming
1964,8079,Gold,1,Swimming
1964,8080,Silver,1,Swimming
1964,8075,Bronze,1,Swimming
1964,6831,Gold,1,Swimming
1964,8076,Silver,1,Swimming
1964,8081,Bronze,152,Swimming
1964,8082,Gold,152,Swimming
1964,8083,Silver,152,Swimming
1964,7454,Bronze,155,Swimming
1964,8084,Gold,155,Swimming
1964,8085,Silver,155,Swimming
1964,8086,Bronze,1150,Swimming
1964,8087,Gold,1150,Swimming
1964,8088,Silver,1150,Swimming
1964,8089,Bronze,1150,Swimming
1964,8090,Gold,1150,Swimming
1964,8091,Silver,1150,Swimming
1964,8092,Bronze,8944,Swimming
1964,8093,Gold,8944,Swimming
1964,8094,Silver,8944,Swimming
1964,8081,Bronze,9,Swimming
1964,8079,Gold,9,Swimming
1964,8095,Silver,9,Swimming
1964,8096,Bronze,9,Swimming
1964,8072,Gold,9,Swimming
1964,8097,Silver,9,Swimming
1964,8098,Bronze,10720,Swimming
1964,8099,Gold,10720,Swimming
1964,8100,Silver,10720,Swimming
1964,8101,Bronze,10720,Swimming
1964,8102,Gold,10720,Swimming
1964,8103,Silver,10720,Swimming
1964,7498,Bronze,1971,Swimming
1964,8104,Bronze,1971,Swimming
1964,8105,Bronze,1971,Swimming
1964,8082,Bronze,1971,Swimming
1964,8106,Gold,1971,Swimming
1964,8107,Gold,1971,Swimming
1964,8108,Gold,1971,Swimming
1964,8079,Gold,1971,Swimming
1964,8109,Silver,1971,Swimming
1964,8078,Silver,1971,Swimming
1964,8110,Silver,1971,Swimming
1964,8095,Silver,1971,Swimming
1964,8111,Bronze,1971,Swimming
1964,8112,Bronze,1971,Swimming
1964,8113,Bronze,1971,Swimming
1964,8114,Bronze,1971,Swimming
1964,8102,Gold,1971,Swimming
1964,8075,Gold,1971,Swimming
1964,8076,Gold,1971,Swimming
1964,8115,Gold,1971,Swimming
1964,8116,Silver,1971,Swimming
1964,6831,Silver,1971,Swimming
1964,8117,Silver,1971,Swimming
1964,8118,Silver,1971,Swimming
1964,8093,Bronze,9850,Swimming
1964,7498,Bronze,9850,Swimming
1964,8087,Bronze,9850,Swimming
1964,8119,Bronze,9850,Swimming
1964,8107,Gold,9850,Swimming
1964,8120,Gold,9850,Swimming
1964,8121,Gold,9850,Swimming
1964,8092,Gold,9850,Swimming
1964,8122,Silver,9850,Swimming
1964,8123,Silver,9850,Swimming
1964,8078,Silver,9850,Swimming
1964,8124,Silver,9850,Swimming
1964,8089,Bronze,9850,Swimming
1964,8125,Bronze,9850,Swimming
1964,8126,Bronze,9850,Swimming
1964,8127,Bronze,9850,Swimming
1964,8075,Gold,9850,Swimming
1964,8073,Gold,9850,Swimming
1964,8128,Gold,9850,Swimming
1964,8076,Gold,9850,Swimming
1964,8129,Silver,9850,Swimming
1964,8077,Silver,9850,Swimming
1964,8112,Silver,9850,Swimming
1964,8130,Silver,9850,Swimming
1964,7502,Bronze,1156,Swimming
1964,8131,Bronze,1156,Swimming
1964,8132,Bronze,1156,Swimming
1964,8133,Bronze,1156,Swimming
1964,8107,Gold,1156,Swimming
1964,8108,Gold,1156,Swimming
1964,8100,Gold,1156,Swimming
1964,8079,Gold,1156,Swimming
1964,8122,Silver,1156,Swimming
1964,8098,Silver,1156,Swimming
1964,8078,Silver,1156,Swimming
1964,8095,Silver,1156,Swimming
1964,6857,Bronze,185,Water polo
1964,8134,Bronze,185,Water polo
1964,8135,Bronze,185,Water polo
1964,8136,Bronze,185,Water polo
1964,8137,Bronze,185,Water polo
1964,8138,Bronze,185,Water polo
1964,8139,Bronze,185,Water polo
1964,8140,Bronze,185,Water polo
1964,8141,Bronze,185,Water polo
1964,8142,Bronze,185,Water polo
1964,7525,Bronze,185,Water polo
1964,8143,Gold,185,Water polo
1964,8144,Gold,185,Water polo
1964,6867,Gold,185,Water polo
1964,7504,Gold,185,Water polo
1964,7505,Gold,185,Water polo
1964,5548,Gold,185,Water polo
1964,6869,Gold,185,Water polo
1964,6221,Gold,185,Water polo
1964,8145,Gold,185,Water polo
1964,6870,Gold,185,Water polo
1964,8146,Gold,185,Water polo
1964,7507,Gold,185,Water polo
1964,8147,Silver,185,Water polo
1964,8148,Silver,185,Water polo
1964,8149,Silver,185,Water polo
1964,8150,Silver,185,Water polo
1964,8151,Silver,185,Water polo
1964,8152,Silver,185,Water polo
1964,8153,Silver,185,Water polo
1964,8154,Silver,185,Water polo
1964,8155,Silver,185,Water polo
1964,8156,Silver,185,Water polo
1964,8157,Silver,185,Water polo
1964,8158,Bronze,2016,Athletics
1964,8159,Gold,2016,Athletics
1964,8160,Silver,2016,Athletics
1964,8161,Bronze,12,Athletics
1964,8162,Gold,12,Athletics
1964,8163,Silver,12,Athletics
1964,8164,Bronze,12,Athletics
1964,8165,Gold,12,Athletics
1964,8166,Silver,12,Athletics
1964,8167,Bronze,16,Athletics
1964,7534,Gold,16,Athletics
1964,8168,Silver,16,Athletics
1964,8169,Bronze,18,Athletics
1964,7584,Gold,18,Athletics
